serial.no,sampleID,mean,std_dev,kurtosis,rms
337,155_1,1982.6542857142856,294.1486508231039,-1.0975852129514536,2004.3453404564605
338,155_2,2021.4714285714285,154.58810828554533,-0.685807627417601,2027.3709182090977
339,155_3,2037.2804761904763,169.44146933107268,-1.2379354851042874,2044.3112479687206
340,156_1,2004.7147619047619,315.8229539296688,-0.9175135505346637,2029.427977933449
341,156_2,1973.6738095238095,174.17053073859145,-0.9653613206514104,1981.3402622371316
342,156_3,2018.5595238095239,173.98821177550636,-1.2452031317815773,2026.0404817795531
343,157_1,2057.6466666666665,245.79657848044775,-1.2765196608771625,2072.268562067507
344,157_2,1960.1142857142856,250.42033512787899,-1.2069306365102686,1976.0385864749946
345,157_3,1985.1238095238095,121.4965122211644,-1.25308151387616,1988.8365725672263
346,158_1,2047.5957142857144,78.25936210291334,-0.8417365931856051,2049.0899981397083
347,158_2,2023.4652380952382,81.49817530811443,-0.6063961592497766,2025.1050243194325
348,158_3,1946.865238095238,134.87031666205397,2.7522658819395147,1951.5290404486134
349,160_1,2086.227142857143,157.46005135185248,-0.32173359777360533,2092.1581089528445
350,160_2,1983.077619047619,103.53550563988367,-0.7885409067897693,1985.7772633212944
351,160_3,2036.8995238095238,87.332672103478,-0.5167687321822112,2038.7699806033843
352,161_1,2017.6642857142858,186.99610113489413,-1.0488570156297874,2026.3070005495688
353,161_2,2021.7333333333333,183.67717795395143,-1.1273828611577612,2030.0558887450786
354,161_3,2011.0085714285715,93.26234301137089,-1.1037194587468722,2013.1689440141026
355,162_1,2012.7361904761906,104.9144751386925,-0.523818874079891,2015.4673845277769
356,162_2,2009.5138095238094,102.93855528718836,-0.5204094057863338,2012.14737306997
357,162_3,1998.8204761904763,100.26750623143697,-0.4515871637582527,2001.332576417166
358,163_1,2018.2461904761906,130.89761521563156,-0.9687307361834354,2022.484539348759
359,163_2,2005.604761904762,45.01591456651327,-0.7941792522532456,2006.1096501865068
360,163_3,1995.7152380952382,52.08703692034133,-0.5383791291648268,1996.3945198901993
361,164_1,2260.925714285714,460.89201496398863,0.8259723109981452,2307.4023017030995
362,164_2,2040.6842857142858,149.97498867455067,-0.9176852391226156,2046.1852654332624
363,164_3,1979.595238095238,160.0788722231776,-0.8969010694253345,1986.0539644037394
364,165_1,2071.3390476190475,230.04632029180067,-0.3075410334236883,2084.068511121364
365,165_2,2071.0733333333333,250.19644564495982,-0.883391205371169,2086.1239667771197
366,165_3,2006.9409523809525,116.26710773951969,-0.48010716207099957,2010.304352461042
367,166_1,2032.6795238095237,199.21275662195072,-1.3796094556621865,2042.413491669202
368,166_2,1989.2442857142858,197.26288276639252,-1.3022500662277978,1998.9964840722791
369,166_3,2024.857142857143,97.06039814207178,-1.1481168814476264,2027.1809696742725
370,167_1,2065.8333333333335,194.42373000063304,-1.3153891287190491,2074.9578182746386
371,167_2,1960.4085714285713,184.93754588224698,-0.7768615277306399,1969.1082692910709
372,167_3,1986.9304761904762,107.70419376120525,-0.9512542480723041,1989.8460710986333
373,169_1,1992.662857142857,369.87393993752323,-0.4538558904512384,2026.6837068519221
374,169_2,2059.055238095238,393.9385165631889,-1.2139886543918632,2096.3831065727964
375,169_3,2037.0,188.25375665244752,-0.9473507402285093,2045.676318715251
376,170_1,1925.4114285714286,284.04445642903835,-0.7605474193239079,1946.2404791949896
377,170_2,2035.757619047619,153.25765969881542,-0.9572466706827778,2041.5155666924559
378,170_3,2006.1880952380952,138.24244347825268,-0.7304836562875474,2010.943198151175
379,171_1,1975.2095238095237,154.6820523138194,-0.6364791355034578,1981.2540994699964
380,171_2,1988.6204761904762,78.47017658574929,-0.5866866456888209,1990.167338381852
381,171_3,2006.3490476190477,78.09769339258462,-0.7863574615113476,2007.8677362292758
382,172_1,2009.7538095238094,41.67763328807647,-0.2582090126933734,2010.1857060622888
383,172_2,2030.9342857142858,100.65599255991806,-1.024764214151889,2033.4258966440989
384,172_3,1945.2438095238094,89.73184648293329,-0.8195337508840255,1947.31133837695
385,173_1,1942.2747619047618,324.69163621666087,-0.7294052846410946,1969.2144898773363
386,173_2,2022.2152380952382,207.27736951830101,-1.281426462817243,2032.8054304569432
387,173_3,2007.357142857143,189.42235370039953,-1.016463619822397,2016.2704285269824
388,174_1,2015.8133333333333,118.97195578496627,-0.1636540205023178,2019.3194350949977
389,174_2,1998.7352380952382,64.8293056574357,-0.20545886659348467,1999.7858359143884
390,174_3,2026.2561904761906,69.61180788357208,-0.5661142769995964,2027.4510217793884
391,175_1,2054.8952380952383,213.96409532628397,-1.2401888683080686,2065.9993401096076
392,175_2,2039.7047619047619,253.07648068317013,-1.3981657529731766,2055.3376174985856
393,175_3,2043.507619047619,118.95921304312476,-1.3097062714110277,2046.96554557274
394,176_1,2024.0657142857142,215.50386014128034,-0.6007665802011446,2035.5003842509375
395,176_2,2107.815238095238,233.78027894667133,-0.7318611116234295,2120.733899250109
396,176_3,2006.9852380952382,69.51949881695302,-0.6697711471708483,2008.18833908528
397,178_1,1999.73,121.83137995008966,-0.5226603499517934,2003.436020940025
398,178_2,1988.6633333333334,91.40618940210331,-1.2428833638373704,1990.76190595221
399,178_3,2012.3142857142857,42.9543037570982,-0.8356421478554497,2012.7724605864514
400,179_1,2121.678095238095,138.33615938371037,2.88016878770521,2126.1810176934605
401,179_2,2016.8871428571429,21.341327056270337,-0.26123010879147524,2016.999995632363
402,179_3,2000.7385714285715,53.30089993722696,-1.0643401642591428,2001.4480918289423
403,180_1,2003.5685714285714,283.77981077447845,-0.9626139023657414,2023.5561898136987
404,180_2,2026.497619047619,170.51088074281063,-1.2447279725385951,2033.6550139377832
405,180_3,2002.7995238095239,164.4658187168818,-0.7814196417657637,2009.5377721304587
406,182_1,2097.3809523809523,246.63797406643152,-1.0911018213165675,2111.825793681179
407,182_2,2012.2847619047618,127.00561318334186,-0.8098857510972683,2016.2868614408635
408,182_3,1994.8914285714286,126.76508951907302,-0.7759677369174462,1998.9130915622738
409,183_1,2074.764761904762,76.7783225334066,-1.300485771321345,2076.1842213426967
410,183_2,2011.9966666666667,80.58004633233178,-1.0410492703354137,2013.6088593794548
411,183_3,2021.3604761904762,54.50807388706251,-1.2222024681986559,2022.0949260605942
412,184_1,2056.0342857142855,151.51348811324442,-1.2710438737140561,2061.606749485413
413,184_2,2062.4123809523808,159.29200622836967,-0.9597465257583511,2068.5518338982492
414,184_3,2030.9004761904762,92.23089746203603,-1.0220708286390712,2032.9926787631975
415,185_1,1989.3990476190477,272.0209892257739,-0.9198879005955831,2007.901579593316
416,185_2,1997.9838095238094,166.95713754947846,-0.3612746357863603,2004.9440678577782
417,185_3,1997.9838095238094,166.95713754947846,-0.3612746357863603,2004.9440678577782
418,186_1,2006.7757142857142,75.56414903923124,-0.9907637631054254,2008.1971987450881
419,186_2,2010.2714285714285,74.32286443648397,-1.1367042214011387,2011.644221597277
420,186_3,1993.7019047619049,61.89834522567975,-0.6483308224377486,1994.662093116096
421,188_1,2044.5252380952381,242.58648518196574,-0.9244892919687944,2058.8597885838703
422,188_2,2088.4333333333334,166.85174938498068,2.2091662585234646,2095.084732688121
423,188_3,2020.59,109.3345805108067,-0.8001229485845216,2023.5444907860258
424,189_1,1983.6985714285715,261.9070295678833,-0.704042000437028,2000.9054575366622
425,189_2,2041.6471428571429,282.7574354208605,-1.4792781141804292,2061.1251177336085
426,189_3,1955.7566666666667,266.1837786734996,-0.9044732772113964,1973.7791678233239
427,190_1,2017.4209523809525,141.274761734171,-0.31216993665503256,2022.359105928849
428,190_2,2015.6090476190477,81.82352996701268,-1.0893863992603665,2017.2683844153967
429,190_3,2024.3485714285714,74.90529146673276,-0.9283423619197366,2025.7332671217623
430,191_1,2112.8195238095236,244.7609197986051,-0.2906726916807192,2126.942810814666
431,191_2,1984.434761904762,191.61497152921118,-0.7747568594514691,1993.6599854586657
432,191_3,2027.3466666666666,93.77426095907916,-0.8927429231248047,2029.5132252411097
433,192_1,2064.167142857143,236.84612889427697,-0.8277205549369762,2077.7043509604537
434,192_2,2033.2,113.3908568717322,-0.9278310391003592,2036.3579262520436
435,192_3,2028.565238095238,119.85320158290207,-1.063704223373617,2032.1010985583134
436,193_1,2086.6066666666666,73.49000543502979,-0.7819102566065861,2087.8998037444685
437,193_2,2018.6561904761904,42.266085647499914,-0.7200164917053602,2019.0984093566778
438,193_3,2021.0528571428572,39.57976690182058,-0.40898108270136024,2021.4401953392867
439,195_1,2207.8204761904763,124.41439256161775,-0.8854786961490531,2211.321511051275
440,195_2,2011.0966666666666,97.33578510870663,-0.01228856255532973,2013.4496631876536
441,195_3,2008.4757142857143,65.90090934874296,-0.6043057486740566,2009.556059597907
442,196_1,2025.6033333333332,302.89590739691755,-0.9714910570680964,2048.114036422405
443,196_2,1999.9538095238095,151.62147038219666,-1.449394395040316,2005.6902461081406
444,196_3,2036.6,151.61251731745867,-1.3933460956625978,2042.2328392041416
445,197_1,2002.634761904762,245.64483483201525,-1.008438462612379,2017.6368951018394
446,197_2,1989.594761904762,250.46892861817236,-0.6808068889844643,2005.2910330280883
447,197_3,2047.8223809523809,100.00462292338413,-0.8596659200857442,2050.261609207585
448,198_1,2028.3861904761904,326.63981865180244,-0.573277477082391,2054.5056102091694
449,198_2,1965.9880952380952,312.09778666829624,-0.5585180484224623,1990.5948446919795
450,198_3,2011.6738095238095,103.64308133441232,-0.5320543191026483,2014.3406586393521
451,199_1,2078.155238095238,396.32326122796195,-0.9776162604859304,2115.591294357657
452,199_2,2009.83,182.23556460043844,-0.9033684964966899,2018.0710135459271
453,199_3,2020.7428571428572,195.36492178621532,-1.0476602050194668,2030.160331693276
454,200_1,2267.515238095238,246.49451849408868,-1.1800804787463457,2280.8673721906343
455,200_2,2063.3171428571427,103.63490167686146,-0.8431604936099308,2065.916917612175
456,200_3,2007.7738095238096,100.54599766411124,-1.2083923610903538,2010.2886245038358
457,201_1,2016.012380952381,147.39591199501416,-0.9957879001019578,2021.390889838927
458,201_2,1970.7342857142858,158.51953187964247,-0.9436417966825963,1977.0963813007147
459,201_3,2005.730476190476,155.19973675697662,-0.9501988696824224,2011.7231995054815
460,203_1,1992.157619047619,394.03592725976205,-1.298391773242538,2030.734437516212
461,203_2,2030.377619047619,260.0209867552351,-0.9122884150316826,2046.9518787234651
462,203_3,2035.7733333333333,186.782985855207,-1.2014032680282216,2044.320017814749
463,205_1,2006.665238095238,312.1689996709935,-1.004867726748241,2030.79010673655
464,205_2,1959.3133333333333,318.6308054763491,-1.3750645245318869,1985.040549423901
465,205_3,1980.114761904762,178.38881546173064,-1.2670574188017274,1988.130248799227
466,206_1,2064.7685714285712,253.5296909727205,-1.3346733458610167,2080.2682398007737
467,206_2,2023.9566666666667,140.42456051944026,-0.8367058161468259,2028.8199170242503
468,206_3,2006.9747619047619,178.98904560898075,-1.0152362139218456,2014.9366038709625
469,207_1,2029.2047619047619,91.43330642997095,-1.0148349939729948,2031.2626699385075
470,207_2,2039.9780952380952,110.57427510759375,-0.8635557204431512,2042.9712374732194
471,207_3,1953.5495238095239,151.2082508845073,-0.38470120653903894,1959.389902373647
472,208_1,2021.3509523809523,215.4666278610626,-0.8242622960042318,2032.7969482604854
473,208_2,1997.8795238095238,92.91417330788802,-0.7303772472614627,2000.0378807126915
474,208_3,1997.5138095238094,99.03493495651318,-0.798457076834806,1999.9661664995378
475,209_1,1991.5833333333333,306.89039468204777,-1.1588262632863495,2015.07842019208
476,209_2,2029.7319047619048,162.6343019792175,-1.0712422610257728,2036.2340057543672
477,209_3,1997.7071428571428,173.30384426161436,-0.9891944974275035,2005.206659934985
478,210_1,1993.2014285714286,343.8463015407277,-1.2037870582304848,2022.628466577469
479,210_2,2015.8157142857142,320.80180313464535,-1.344520140448828,2041.1706896498672
480,210_3,2041.1985714285715,113.57572603094417,-0.8602947143028619,2044.3543995482732
481,211_1,2007.195238095238,210.71479333846602,-0.7562467632533516,2018.2200833313261
482,211_2,2033.3685714285714,213.36890590591366,-0.7542493627888995,2044.527416811826
483,211_3,1945.5638095238096,78.00160773780632,-0.5912597939456208,1947.1260592155277
484,212_1,1991.9971428571428,350.8956701236262,-1.162102999187353,2022.652158971106
485,212_2,1996.122380952381,328.1607961381254,-1.159940189997389,2022.904542271547
486,212_3,2009.2785714285715,163.69215758939612,-1.1224648163857267,2015.932226161433
487,213_1,1868.3728571428571,204.18087089274957,-0.5459426770913094,1879.491183551447
488,213_2,1987.5809523809523,120.0631984567947,-0.983965850747277,1991.2022372234844
489,213_3,1993.374761904762,132.15628436831,-0.9760573421705177,1997.748709947084
490,214_1,2049.5738095238094,326.0759355581613,-1.2277227002670095,2075.3379689193025
491,214_2,2013.7185714285715,168.16911772417888,-1.1854305528865243,2020.7250852107518
492,214_3,1951.6538095238095,225.49030725466827,-0.5883737258343871,1964.6308199179377
493,215_1,2015.112380952381,212.47845445026152,-1.3916994756264132,2026.2782392497688
494,215_2,2046.0857142857142,228.5158909592083,-1.3489513992233246,2058.800960799872
495,215_3,2034.8961904761904,106.40947493141974,-1.2974692315377316,2037.6751680472014
496,216_1,1995.2947619047618,167.68784457124897,-1.1791695277843561,2002.32540062798
497,216_2,1995.2947619047618,167.68784457124897,-1.1791695277843561,2002.32540062798
498,216_3,2015.4785714285715,98.93100862092143,-1.3235746796792431,2017.9040006190298
499,217_1,2010.7542857142857,300.25608032795276,-0.9197938740065208,2033.0380175865823
500,217_2,2003.685238095238,309.341987826244,-0.44739403699108715,2027.4124964970451
501,217_3,1990.972380952381,153.20250433958194,-0.8147233594933105,1996.8552407175018
502,218_1,2109.5295238095237,518.1269437665323,-1.4437706245709305,2172.1976212385202
503,218_2,2101.8004761904763,465.2126929077287,-1.3737135780408856,2152.646053780589
504,218_3,2011.304761904762,239.26876947465905,-1.229907417902655,2025.479974628001
505,219_1,2046.9,509.6487141307737,-1.1740326495022355,2109.3642964737255
506,219_2,1961.5623809523809,399.3559421992377,-0.8675059196638526,2001.783254405693
507,219_3,2003.8204761904763,218.15826752635724,-1.0994281137930084,2015.655443557469
508,220_1,2049.3314285714287,211.3315295939792,-1.243742264071275,2060.1939356237685
509,220_2,2030.1242857142856,193.09039390874037,-1.25661144820216,2039.28192298872
510,220_3,2018.967619047619,105.60427043139389,-1.1983716838098126,2021.7262915872757
511,221_1,1979.6095238095238,221.40760637521507,-1.299322117033211,1991.9467491448088
512,221_2,2021.7314285714285,101.9995201385134,-1.0466596257798602,2024.3015874969958
513,221_3,2038.1519047619047,113.9004909563837,-0.9221557022058553,2041.330529569472
514,222_1,2031.8033333333333,371.2673951386364,-1.036714802899255,2065.429404794673
515,222_2,2021.202857142857,218.6275802774197,-0.8276145905000587,2032.987025934757
516,222_3,1991.5628571428572,223.6850013946123,-0.7828621324912115,2004.0792817698225
517,223_1,2019.26,74.90675175067385,-1.2001946526762055,2020.648236864313
518,223_2,1976.077142857143,105.62059055209897,0.6893239424012143,1978.8964781990421
519,223_3,2012.5480952380951,70.33485600140193,-0.8072507507313493,2013.7761722457544
520,224_1,2001.6404761904762,433.9651628118475,-0.7643888602575091,2048.12125605976
521,224_2,1995.7338095238094,199.03101163376522,-0.4412806147246542,2005.6290580691705
522,224_3,2058.400476190476,230.16318982251005,-1.292206220773063,2071.222438101528
523,226_1,2029.38,195.69178881015387,-1.1334274965799458,2038.788911280887
524,226_2,2031.249523809524,145.19943612276415,-0.9379312128851116,2036.4300785349603
525,226_3,1956.0695238095238,183.63820647234957,0.9676614637216412,1964.6666165753707
526,227_1,2066.0690476190475,418.70638992761957,-0.7744260445026501,2108.0495409602822
527,227_2,1979.0557142857142,424.9344732611268,-1.0386008708176337,2024.1405191904469
528,227_3,2030.5957142857144,232.4941917458052,-0.6548598259568732,2043.8558570226312
529,228_1,2016.0904761904762,230.84805313200582,-1.004572746638042,2029.2575625676734
530,228_2,2015.2833333333333,116.25333841670263,-1.2286113188881063,2018.6320409293683
531,228_3,1981.385238095238,121.34835483728465,-0.9182947298405617,1985.0959354291024
532,229_1,2034.397619047619,296.6443717181901,-1.1696822773193838,2055.901177562959
533,229_2,2066.560476190476,150.4647418881395,-0.7714931530621669,2072.0282477620353
534,229_3,1982.9104761904762,133.45549559386362,-0.792743339598184,1987.3942348617963
535,230_1,2085.232857142857,386.39717286014076,-0.8852680558767294,2120.713971082111
536,230_2,1978.2357142857143,390.2871619170066,-1.1387735848599614,2016.350186540499
537,230_3,2030.944761904762,226.7857950842946,-1.2617716562438979,2043.5615800431783
538,231_1,2005.7471428571428,192.58296892609533,-0.7645189075849186,2014.9692232081836
539,231_2,1936.4171428571428,324.36234078200073,-0.9027113571563987,1963.3892199580855
540,231_3,2000.9957142857143,228.14657341737765,-0.7693051595391336,2013.9538032011985
541,232_1,2257.184761904762,309.095795385975,-0.9742064063471032,2278.2400586333974
542,232_2,1984.4761904761904,132.90755510383786,-0.09049232252201733,1988.9197462800898
543,232_3,2026.4109523809525,149.69277470061152,-0.7969922372910561,2031.9297734630777
544,233_1,1996.9704761904761,276.36845979433303,-0.9290186010837811,2015.994602458761
545,233_2,2031.127619047619,146.32828350867524,-1.0558605558695782,2036.3892494408076
546,233_3,1985.5642857142857,148.9197697375643,-1.3432873161853536,1991.138385446878
547,234_1,2033.007619047619,191.90802430912848,-1.3218344925549894,2042.0409230543278
548,234_2,2004.2852380952381,77.45678271375806,-0.7559609983494648,2005.7806490004739
549,234_3,2010.1533333333334,89.20842574419385,-0.5486282035131573,2012.1309045742669
550,235_1,2082.0261904761905,380.6585674881819,-0.8778993697052155,2116.521911623159
551,235_2,1903.6614285714286,326.9322843781356,-0.5059564460178647,1931.5177078438307
552,235_3,2025.3961904761904,205.83834363661276,-0.6305871926754167,2035.8239059875675
553,237_1,1937.5257142857142,230.38011923440928,-0.8563875493971964,1951.167757792143
554,237_2,1949.509523809524,190.1551394025982,-0.4928081636613917,1958.757040039617
555,237_3,1994.9790476190476,222.09731274979237,-0.8410750400489437,2007.2979668248179
556,239_1,1977.0904761904762,162.86933007812465,-0.713817516625546,1983.7843980874632
557,239_2,2019.452857142857,91.1368470194079,-0.6738213581753758,2021.5073118603261
558,239_3,2017.5657142857142,94.74771780505161,-1.1948449327729624,2019.788173711953
559,240_1,2105.3357142857144,227.72893325646803,-0.8720266331188324,2117.6105027668737
560,240_2,2008.5157142857142,214.55276781471514,-0.46340816539077956,2019.9372129563124
561,240_3,1997.0814285714287,131.97468442857178,-0.8926743168971525,2001.4352989078327
562,241_1,2037.114761904762,236.16116312841814,-1.2135840756774265,2050.7515914903006
563,241_2,2015.1209523809523,256.1899839925289,-1.3349993091772587,2031.333184553107
564,241_3,2034.0242857142857,161.26226683519468,-1.4150357287595066,2040.4038644346858
565,242_1,2004.3304761904762,202.10323430747803,-1.2395199759335955,2014.4892466235467
566,242_2,2007.627619047619,213.15245915154566,-1.0335033048163638,2018.9058899267575
567,242_3,2032.44,134.41176600077597,-1.3014792400747552,2036.8775793683167
568,243_1,2011.567619047619,204.21796522741826,-0.6935082124406691,2021.9024219307726
569,243_2,2001.7890476190476,245.64199029859262,-0.8487499959850311,2016.7971254536474
570,243_3,2010.4590476190476,164.46780135851586,-0.6684870645255439,2017.171871469464
571,244_1,2020.7433333333333,167.86438844889614,-1.0418190322116754,2027.7003362946714
572,244_2,1994.4061904761904,61.762660725530615,-0.4969282807638904,1995.361837457295
573,244_3,2074.9890476190476,69.43666589629217,-1.0991416407310763,2076.1499710716835
574,245_1,2134.7019047619046,101.77567227286724,-1.0534499804525639,2137.1255408007405
575,245_2,2028.0319047619048,94.59292907383448,-1.1482925431636464,2030.235692744869
576,245_3,3227.940476190476,858.7092187812888,-1.75368773914864,3340.154203953835
577,246_1,2007.942857142857,105.55391484426583,-0.4974829971419097,2010.714012720949
578,246_2,2000.012380952381,108.36780680724814,0.31060839666902185,2002.9447105033462
579,246_3,1979.3619047619047,131.96670244337562,-0.15151337561335954,1983.754134871317
580,247_1,2052.115714285714,183.1268547136316,-1.1429671750554014,2060.2665799542037
581,247_2,1999.5214285714285,158.76451295684174,-1.2952345980562223,2005.8115841106264
582,247_3,1983.5561904761905,104.18045227520712,-0.999294116758239,1986.28889113533
583,248_1,2089.8928571428573,149.1231204294649,-0.7355281169551096,2095.2038731350226
584,248_2,1992.172380952381,67.5368923165033,-0.6205988274756002,1993.3162958341798
585,248_3,2012.5314285714285,70.1214454759263,-0.9338918742750923,2013.752076762844
586,250_1,1961.6780952380952,394.0909237899503,-0.9874539859446845,2000.853480273808
587,250_2,2013.8290476190475,223.71131097141316,-0.8372179639333273,2026.2108359952974
588,250_3,1977.9933333333333,200.28890984450862,-0.9076770080240673,1988.1031591515998
589,251_1,2104.6390476190477,483.2333345751705,-1.1936355826606073,2159.376942325637
590,251_2,2027.5190476190476,237.94043661374292,-1.0285799832636053,2041.4265061471108
591,251_3,2026.1161904761905,251.79924780582783,-0.8087630359161682,2041.6952482353156
592,252_1,2000.9961904761906,82.88643444220578,-0.8648943358959333,2002.7113231340966
593,252_2,2071.4714285714285,100.99529771202258,-1.096451745159311,2073.930826324965
594,252_3,2024.4395238095237,144.0461840996003,-1.338974158755466,2029.5553227481232
595,253_1,2005.4266666666667,135.4947416510563,-1.161643622819476,2009.9965666874255
596,253_2,2006.5623809523809,72.46518386017577,-0.9096236820658934,2007.8698391460491
597,253_3,2007.38,73.65307847951307,-0.7817828160617757,2008.730110578038
598,254_1,1862.7719047619048,372.4168734797028,-0.573138659026954,1899.617712042284
599,254_2,2011.8957142857143,222.8066073074397,-1.0321598405726622,2024.1895933928718
600,254_3,2006.2890476190476,215.2636102328243,-1.042241030158521,2017.7988250991298
601,256_1,2070.231904761905,333.27549780625833,-1.021461517845912,2096.8738171950395
602,256_2,2018.0233333333333,163.56456599607347,-0.996353354173908,2024.6379432946947
603,256_3,1990.3357142857142,160.56192464068312,-0.25680767195638277,1996.7984652819575
604,257_1,2099.9914285714285,170.41056809313457,-0.7645049688726941,2106.891058724521
605,257_2,2029.8642857142856,154.1322701573963,-1.137368781274575,2035.7049055255902
606,257_3,2011.5209523809524,92.3342161352792,-0.9306949380962548,2013.6380234599787
607,259_1,2184.7514285714287,501.3283100306302,-1.1649143363131278,2241.5060111664297
608,259_2,2021.547142857143,482.2831836577895,-1.0773531780431012,2078.2538727315796
609,259_3,2045.2447619047618,309.07757320209095,-1.1835337087706523,2068.455847336595
610,403_1,2602.1714285714284,541.0036128718617,-0.902515292321473,2657.7888702919236
611,403_2,2602.1714285714284,541.0036128718617,-0.902515292321473,2657.7888702919236
612,403_3,2498.917619047619,494.5167037086099,-0.8331823198733166,2547.355410261881
613,404_1,2444.890476190476,507.2503898318148,0.17029677309140112,2496.9320922550805
614,404_2,2488.7057142857143,547.7702083088615,-0.6613823630391287,2548.247525541538
615,404_3,2531.4680952380954,532.1156945335565,-0.6817206645852361,2586.763034686217
616,405_1,2558.4528571428573,484.9513024637081,-1.0138603670398805,2603.9867124414113
617,405_2,2659.924285714286,489.53762151467146,-1.2048119601018463,2704.575783917393
618,405_3,2628.9185714285713,452.73672135589453,-0.8297472262588363,2667.5992557068275
619,406_1,2777.905714285714,392.16616110870234,-1.04767058934551,2805.437794712262
620,406_2,2517.0385714285712,271.4795783226923,-1.2011600507332731,2531.6297588143266
621,406_3,2655.5985714285716,333.39402983688683,-1.0366064834187037,2676.43464750794
622,407_1,2605.111904761905,669.5149562606393,-1.2661720584105216,2689.7295143705787
623,407_2,2624.4119047619047,632.7891971529945,-1.3565253172578826,2699.5868825927178
624,407_3,2434.732857142857,578.6355577446391,-1.0654711409815611,2502.5154857995717
625,409_1,2496.1309523809523,462.25561638297705,-0.9184607970822092,2538.5523894159687
626,409_2,2669.6271428571426,493.59008162332515,-0.6283647354033506,2714.8525255921886
627,409_3,2661.264761904762,507.6358335375543,-0.5961689104257912,2709.2252695101565
628,410_1,2613.514761904762,566.6936874276594,-0.5859570390675106,2674.2191797660435
629,410_2,2613.672380952381,624.3617892894887,-0.917502814168742,2687.1779484557155
630,410_3,2622.2238095238095,596.8724077902144,-0.9438050178288586,2689.264719654975
631,411_1,2594.58,361.5957022842412,-0.43071008495287577,2619.6439769011145
632,411_2,2609.807142857143,362.20742880705654,-0.952083626254844,2634.810253310925
633,411_3,2631.4961904761903,346.8933031607306,-0.4628027094515552,2654.251280852053
634,412_1,2663.3514285714286,496.6905945941801,-0.865836256516114,2709.2480325552997
635,412_2,2680.399523809524,647.3155509383905,-1.2064309364725943,2757.41899203205
636,412_3,2606.284761904762,487.39745001319193,-0.7224495879577737,2651.4455326068746
637,413_1,2629.8980952380953,366.30733079841065,-0.9835610910899719,2655.274214876964
638,413_2,2603.6038095238096,368.63556306484224,-0.9850387100130891,2629.5589487140055
639,413_3,2621.0880952380953,362.607957805045,-1.024932762959897,2646.0394408211214
640,414_1,2701.627619047619,592.1852799685116,-0.695147150905814,2765.7382749845087
641,414_2,2684.327619047619,436.6637999936727,0.11498426193986999,2719.595418965318
642,414_3,2618.172380952381,502.74420994924606,0.05932539191494968,2665.9816201631284
643,415_1,2637.847619047619,340.2356659074014,-0.3816965978859663,2659.6889377734165
644,415_2,2661.4757142857143,312.5482836535543,-0.04191654001971079,2679.756125097954
645,415_3,2657.5304761904763,339.5890245542057,-0.19933632666043666,2679.1293404494572
646,416_1,2549.885714285714,619.4115614854728,-0.8522757607626392,2624.0055522226394
647,416_2,2409.4285714285716,610.3445579440876,-0.8197368948278636,2485.4957512584506
648,416_3,2630.0085714285715,564.5243103047611,-0.8133488602701542,2689.8849467340915
649,417_1,2770.9561904761904,320.93498171971845,-0.3351411735265195,2789.4709937122316
650,417_2,2699.302380952381,294.4589736766429,-0.07539872114130475,2715.308111868882
651,417_3,2654.802380952381,257.73258665886044,0.20358092094397584,2667.2776639612657
652,418_1,2610.076666666667,245.5668425450295,-0.6301925728770947,2621.5977121377173
653,418_2,2647.5871428571427,259.33667083330664,-0.8910936530200488,2660.252086067892
654,418_3,2611.7285714285713,259.24657142473615,-0.2229256137832083,2624.5576601455286
655,419_1,2606.3780952380953,247.66753348517483,-0.4308736408356477,2618.1132086549146
656,419_2,2591.5361904761903,295.80459332451784,-0.42146648856233115,2608.355519698735
657,419_3,2630.210952380952,295.9848359783904,-1.0158828246495417,2646.80466969586
