serial.no,sampleID,mean,std_dev,kurtosis,rms
304,142_1,2050.3238095238094,153.44586363894206,-0.9012721413086395,2056.054995558705
305,142_2,2006.4390476190476,133.62371563011249,-0.9174219868097526,2010.8815098524992
306,142_3,1979.857142857143,123.59470784375392,-0.9392420133641117,1983.7093244247062
307,144_1,1998.5819047619048,84.70087746502331,-1.1119909065771836,2000.3750779243758
308,144_2,2017.9661904761904,90.95694367359245,-1.3505608020948636,2020.014052402795
309,144_3,1943.5442857142857,135.40627005845292,-0.5613263377904918,1948.2531964862903
310,145_1,2082.4357142857143,271.53221510642953,-0.8530327264136073,2100.055508450057
311,145_2,2023.6890476190476,269.3196799681545,-0.8896188790141197,2041.522939353061
312,145_3,2018.760476190476,134.34099474027087,-0.9683476695217279,2023.223361136288
313,146_1,1973.5523809523809,383.1127700651489,-1.002773577201639,2010.3767064669153
314,146_2,1973.5523809523809,383.1127700651489,-1.002773577201639,2010.3767064669153
315,146_3,2012.154761904762,375.6286258469711,-0.9574267503012859,2046.8992308925644
316,148_1,2030.7452380952382,246.2092854566213,-0.8171930998262704,2045.6090457600246
317,148_2,2030.7452380952382,246.2092854566213,-0.8171930998262704,2045.6090457600246
318,148_3,2006.0157142857142,115.91355653083347,-0.7829485306191013,2009.3602465651077
319,149_1,2018.195238095238,183.66748642711116,-1.408700338908494,2026.53144583359
320,149_2,2010.3880952380953,101.13922946239148,-1.237663400690778,2012.929349527816
321,149_3,1973.1261904761905,86.45204427747274,-1.328475166421066,1975.0183190229377
322,150_1,1978.8328571428572,220.62742867422503,-1.2004093264591658,1991.0883354396433
323,150_2,2000.472380952381,225.38004048267686,-1.3092018391609146,2013.122381017205
324,150_3,2005.7857142857142,106.78244028326128,-1.5114872152260825,2008.6247512735104
325,151_1,1994.9038095238095,219.52549913099108,-0.976632198280043,2006.9403841953765
326,151_2,1935.9576190476191,252.7307206581924,-0.8738848711754996,1952.37657850265
327,151_3,1968.8004761904763,227.58433500056273,0.5876365284843788,1981.9044579586048
328,152_1,1983.472380952381,327.8627190649912,-0.4891887911370456,2010.374457893947
329,152_2,2018.6090476190477,171.4225379895368,-1.10539189606858,2025.8712151753848
330,152_3,1967.0695238095238,161.62350136412263,-0.33910018658713614,1973.6950698047124
331,153_1,2035.752380952381,199.6439246147655,-1.153285465470949,2045.5137431299095
332,153_2,2016.33,73.78707088265935,-0.6395909121572219,2017.6790151298194
333,153_3,1991.7547619047618,99.24119612479804,-1.3303388220778158,1994.2244499219908
334,154_1,2002.7319047619048,145.95038879598877,-0.8572612846644581,2008.0404514754937
335,154_2,2002.0480952380951,133.41461260946164,-1.3729585476925508,2006.4863713894067
336,154_3,1951.48,171.9642652088327,-1.0331980151582387,1959.0384930222422
